"","mo","da","yr"
"48921",1,11,1996
"48922",1,12,1996
"48923",1,13,1996
"48924",1,14,1996
"48925",1,15,1996
"48926",1,16,1996
"48927",1,17,1996
"48928",1,18,1996
"48929",1,19,1996
"48930",1,20,1996
"48931",1,21,1996
"48932",1,22,1996
"48933",1,23,1996
"48934",1,24,1996
"48935",1,25,1996
"48936",1,26,1996
"48937",1,27,1996
"48938",1,28,1996
"48939",1,29,1996
"48940",1,30,1996
"48941",1,31,1996
"48942",2,1,1996
"48943",2,2,1996
"48944",2,3,1996
"48945",2,4,1996
"48946",2,5,1996
"48947",2,6,1996
"48948",2,7,1996
"48949",2,8,1996
"48950",2,9,1996
"48951",2,10,1996
"48952",2,11,1996
"48953",2,12,1996
"48954",2,13,1996
"48955",2,14,1996
"48956",2,15,1996
"48957",2,16,1996
"48958",2,17,1996
"48959",2,18,1996
"48960",2,19,1996
"48961",2,20,1996
"48962",2,21,1996
"48963",2,22,1996
"48964",2,23,1996
"48965",2,24,1996
"48966",2,25,1996
"48967",2,26,1996
"48968",2,27,1996
"48969",2,28,1996
"48970",3,1,1996
"48971",3,2,1996
"48972",3,3,1996
"48973",3,4,1996
"48974",3,5,1996
"48975",3,6,1996
"48976",3,7,1996
"48977",3,8,1996
"48978",3,9,1996
"48979",3,10,1996
"48980",3,11,1996
"48981",3,12,1996
"48982",3,13,1996
"48983",3,14,1996
"48984",3,15,1996
"48985",3,16,1996
"48986",3,17,1996
"48987",3,18,1996
"48988",3,19,1996
"48989",3,20,1996
"48990",3,21,1996
"48991",3,22,1996
"48992",3,23,1996
"48993",3,24,1996
"48994",3,25,1996
"48995",3,26,1996
"48996",3,27,1996
"48997",3,28,1996
"48998",3,29,1996
"48999",3,30,1996
"49000",3,31,1996
"49001",4,1,1996
"49002",4,2,1996
"49003",4,3,1996
"49004",4,4,1996
"49005",4,5,1996
"49006",4,6,1996
"49007",4,7,1996
"49008",4,8,1996
"49009",4,9,1996
"49010",4,10,1996
"49011",4,11,1996
"49012",4,12,1996
"49013",4,13,1996
"49014",4,14,1996
"49015",4,15,1996
"49016",4,16,1996
"49017",4,17,1996
"49018",4,18,1996
"49019",4,19,1996
"49020",4,20,1996
"49021",4,21,1996
"49022",4,22,1996
"49023",4,23,1996
"49024",4,24,1996
"49025",4,25,1996
"49026",4,26,1996
"49027",4,27,1996
"49028",4,28,1996
"49029",4,29,1996
"49030",4,30,1996
"49031",5,1,1996
"49032",5,2,1996
"49033",5,3,1996
"49034",5,4,1996
"49035",5,5,1996
"49036",5,6,1996
"49037",5,7,1996
"49038",5,8,1996
"49039",5,9,1996
"49040",5,10,1996
"49041",5,11,1996
"49042",5,12,1996
"49043",5,13,1996
"49044",5,14,1996
"49045",5,15,1996
"49046",5,16,1996
"49047",5,17,1996
"49048",5,18,1996
"49049",5,19,1996
"49050",5,20,1996
"49051",5,21,1996
"49052",5,22,1996
"49053",5,23,1996
"49054",5,24,1996
"49055",5,25,1996
"49056",5,26,1996
"49057",5,27,1996
"49058",5,28,1996
"49059",5,29,1996
"49060",5,30,1996
"49061",5,31,1996
"49062",6,1,1996
"49063",6,2,1996
"49064",6,3,1996
"49065",6,4,1996
"49066",6,5,1996
"49067",6,6,1996
"49068",6,7,1996
"49069",6,8,1996
"49070",6,9,1996
"49071",6,10,1996
"49072",6,11,1996
"49073",6,12,1996
"49074",6,13,1996
"49075",6,14,1996
"49076",6,15,1996
"49077",6,16,1996
"49078",6,17,1996
"49079",6,18,1996
"49080",6,19,1996
"49081",6,20,1996
"49082",6,21,1996
"49083",6,22,1996
"49084",6,23,1996
"49085",6,24,1996
"49086",6,25,1996
"49087",6,26,1996
"49088",6,27,1996
"49089",6,28,1996
"49090",6,29,1996
"49091",6,30,1996
"49092",7,1,1996
"49093",7,2,1996
"49094",7,3,1996
"49095",7,4,1996
"49096",7,5,1996
"49097",7,6,1996
"49098",7,7,1996
"49099",7,8,1996
"49100",7,9,1996
"49101",7,10,1996
"49102",7,11,1996
"49103",7,12,1996
"49104",7,13,1996
"49105",7,14,1996
"49106",7,15,1996
"49107",7,16,1996
"49108",7,17,1996
"49109",7,18,1996
"49110",7,19,1996
"49111",7,20,1996
"49112",7,21,1996
"49113",7,22,1996
"49114",7,23,1996
"49115",7,24,1996
"49116",7,25,1996
"49117",7,26,1996
"49118",7,27,1996
"49119",7,28,1996
"49120",7,29,1996
"49121",7,30,1996
"49122",7,31,1996
"49123",8,1,1996
"49124",8,2,1996
"49125",8,3,1996
"49126",8,4,1996
"49127",8,5,1996
"49128",8,6,1996
"49129",8,7,1996
"49130",8,8,1996
"49131",8,9,1996
"49132",8,10,1996
"49133",8,11,1996
"49134",8,12,1996
"49135",8,13,1996
"49136",8,14,1996
"49137",8,15,1996
"49138",8,16,1996
"49139",8,17,1996
"49140",8,18,1996
"49141",8,19,1996
"49142",8,20,1996
"49143",8,21,1996
"49144",8,22,1996
"49145",8,23,1996
"49146",8,24,1996
"49147",8,25,1996
"49148",8,26,1996
"49149",8,27,1996
"49150",8,28,1996
"49151",8,29,1996
"49152",8,30,1996
"49153",8,31,1996
"49154",9,1,1996
"49155",9,2,1996
"49156",9,3,1996
"49157",9,4,1996
"49158",9,5,1996
"49159",9,6,1996
"49160",9,7,1996
"49161",9,8,1996
"49162",9,9,1996
"49163",9,10,1996
"49164",9,11,1996
"49165",9,12,1996
"49166",9,13,1996
"49167",9,14,1996
"49168",9,15,1996
"49169",9,16,1996
"49170",9,17,1996
"49171",9,18,1996
"49172",9,19,1996
"49173",9,20,1996
"49174",9,21,1996
"49175",9,22,1996
"49176",9,23,1996
"49177",9,24,1996
"49178",9,25,1996
"49179",9,26,1996
"49180",9,27,1996
"49181",9,28,1996
"49182",9,29,1996
"49183",9,30,1996
"49184",10,1,1996
"49185",10,2,1996
"49186",10,3,1996
"49187",10,4,1996
"49188",10,5,1996
"49189",10,6,1996
"49190",10,7,1996
"49191",10,8,1996
"49192",10,9,1996
"49193",10,10,1996
"49194",10,11,1996
"49195",10,12,1996
"49196",10,13,1996
"49197",10,14,1996
"49198",10,15,1996
"49199",10,16,1996
"49200",10,17,1996
"49201",10,18,1996
"49202",10,19,1996
"49203",10,20,1996
"49204",10,21,1996
"49205",10,22,1996
"49206",10,23,1996
"49207",10,24,1996
"49208",10,25,1996
"49209",10,26,1996
"49210",10,27,1996
"49211",10,28,1996
"49212",10,29,1996
"49213",10,30,1996
"49214",10,31,1996
"49215",11,1,1996
"49216",11,2,1996
"49217",11,3,1996
"49218",11,4,1996
"49219",11,5,1996
"49220",11,6,1996
"49221",11,7,1996
"49222",11,8,1996
"49223",11,9,1996
"49224",11,10,1996
"49225",11,11,1996
"49226",11,12,1996
"49227",11,13,1996
"49228",11,14,1996
"49229",11,15,1996
"49230",11,16,1996
"49231",11,17,1996
"49232",11,18,1996
"49233",11,19,1996
"49234",11,20,1996
"49235",11,21,1996
"49236",11,22,1996
"49237",11,23,1996
"49238",11,24,1996
"49239",11,25,1996
"49240",11,26,1996
"49241",11,27,1996
"49242",11,28,1996
"49243",11,29,1996
"49244",11,30,1996
"49245",12,1,1996
"49246",12,2,1996
"49247",12,3,1996
"49248",12,4,1996
"49249",12,5,1996
"49250",12,6,1996
"49251",12,7,1996
"49252",12,8,1996
"49253",12,9,1996
"49254",12,10,1996
"49255",12,11,1996
"49256",12,12,1996
"49257",12,13,1996
"49258",12,14,1996
"49259",12,15,1996
"49260",12,16,1996
"49261",12,17,1996
"49262",12,18,1996
"49263",12,19,1996
"49264",12,20,1996
"49265",12,21,1996
"49266",12,22,1996
"49267",12,23,1996
"49268",12,24,1996
"49269",12,25,1996
"49270",12,26,1996
"49271",12,27,1996
"49272",12,28,1996
"49273",12,29,1996
"49274",12,30,1996
"49275",12,31,1996
"49276",1,1,1997
"49277",1,2,1997
"49278",1,3,1997
"49279",1,4,1997
"49280",1,5,1997
"49281",1,6,1997
"49282",1,7,1997
"49283",1,8,1997
"49284",1,9,1997
"49285",1,10,1997
"49286",1,11,1997
"49287",1,12,1997
"49288",1,13,1997
"49289",1,14,1997
"49290",1,15,1997
"49291",1,16,1997
"49292",1,17,1997
"49293",1,18,1997
"49294",1,19,1997
"49295",1,20,1997
"49296",1,21,1997
"49297",1,22,1997
"49298",1,23,1997
"49299",1,24,1997
"49300",1,25,1997
"49301",1,26,1997
"49302",1,27,1997
"49303",1,28,1997
"49304",1,29,1997
"49305",1,30,1997
"49306",1,31,1997
"49307",2,1,1997
"49308",2,2,1997
"49309",2,3,1997
"49310",2,4,1997
"49311",2,5,1997
"49312",2,6,1997
"49313",2,7,1997
"49314",2,8,1997
"49315",2,9,1997
"49316",2,10,1997
"49317",2,11,1997
"49318",2,12,1997
"49319",2,13,1997
"49320",2,14,1997
"49321",2,15,1997
"49322",2,16,1997
"49323",2,17,1997
"49324",2,18,1997
"49325",2,19,1997
"49326",2,20,1997
"49327",2,21,1997
"49328",2,22,1997
"49329",2,23,1997
"49330",2,24,1997
"49331",2,25,1997
"49332",2,26,1997
"49333",2,27,1997
"49334",2,28,1997
"49335",3,1,1997
"49336",3,2,1997
"49337",3,3,1997
"49338",3,4,1997
"49339",3,5,1997
"49340",3,6,1997
"49341",3,7,1997
"49342",3,8,1997
"49343",3,9,1997
"49344",3,10,1997
"49345",3,11,1997
"49346",3,12,1997
"49347",3,13,1997
"49348",3,14,1997
"49349",3,15,1997
"49350",3,16,1997
"49351",3,17,1997
"49352",3,18,1997
"49353",3,19,1997
"49354",3,20,1997
"49355",3,21,1997
"49356",3,22,1997
"49357",3,23,1997
"49358",3,24,1997
"49359",3,25,1997
"49360",3,26,1997
"49361",3,27,1997
"49362",3,28,1997
"49363",3,29,1997
"49364",3,30,1997
"49365",3,31,1997
"49366",4,1,1997
"49367",4,2,1997
"49368",4,3,1997
"49369",4,4,1997
"49370",4,5,1997
"49371",4,6,1997
"49372",4,7,1997
"49373",4,8,1997
"49374",4,9,1997
"49375",4,10,1997
"49376",4,11,1997
"49377",4,12,1997
"49378",4,13,1997
"49379",4,14,1997
"49380",4,15,1997
"49381",4,16,1997
"49382",4,17,1997
"49383",4,18,1997
"49384",4,19,1997
"49385",4,20,1997
"49386",4,21,1997
"49387",4,22,1997
"49388",4,23,1997
"49389",4,24,1997
"49390",4,25,1997
"49391",4,26,1997
"49392",4,27,1997
"49393",4,28,1997
"49394",4,29,1997
"49395",4,30,1997
"49396",5,1,1997
"49397",5,2,1997
"49398",5,3,1997
"49399",5,4,1997
"49400",5,5,1997
"49401",5,6,1997
"49402",5,7,1997
"49403",5,8,1997
"49404",5,9,1997
"49405",5,10,1997
"49406",5,11,1997
"49407",5,12,1997
"49408",5,13,1997
"49409",5,14,1997
"49410",5,15,1997
"49411",5,16,1997
"49412",5,17,1997
"49413",5,18,1997
"49414",5,19,1997
"49415",5,20,1997
"49416",5,21,1997
"49417",5,22,1997
"49418",5,23,1997
"49419",5,24,1997
"49420",5,25,1997
"49421",5,26,1997
"49422",5,27,1997
"49423",5,28,1997
"49424",5,29,1997
"49425",5,30,1997
"49426",5,31,1997
"49427",6,1,1997
"49428",6,2,1997
"49429",6,3,1997
"49430",6,4,1997
"49431",6,5,1997
"49432",6,6,1997
"49433",6,7,1997
"49434",6,8,1997
"49435",6,9,1997
"49436",6,10,1997
"49437",6,11,1997
"49438",6,12,1997
"49439",6,13,1997
"49440",6,14,1997
"49441",6,15,1997
"49442",6,16,1997
"49443",6,17,1997
"49444",6,18,1997
"49445",6,19,1997
"49446",6,20,1997
"49447",6,21,1997
"49448",6,22,1997
"49449",6,23,1997
"49450",6,24,1997
"49451",6,25,1997
"49452",6,26,1997
"49453",6,27,1997
"49454",6,28,1997
"49455",6,29,1997
"49456",6,30,1997
"49457",7,1,1997
"49458",7,2,1997
"49459",7,3,1997
"49460",7,4,1997
"49461",7,5,1997
"49462",7,6,1997
"49463",7,7,1997
"49464",7,8,1997
"49465",7,9,1997
"49466",7,10,1997
"49467",7,11,1997
"49468",7,12,1997
"49469",7,13,1997
"49470",7,14,1997
"49471",7,15,1997
"49472",7,16,1997
"49473",7,17,1997
"49474",7,18,1997
"49475",7,19,1997
"49476",7,20,1997
"49477",7,21,1997
"49478",7,22,1997
"49479",7,23,1997
"49480",7,24,1997
"49481",7,25,1997
"49482",7,26,1997
"49483",7,27,1997
"49484",7,28,1997
"49485",7,29,1997
"49486",7,30,1997
"49487",7,31,1997
"49488",8,1,1997
"49489",8,2,1997
"49490",8,3,1997
"49491",8,4,1997
"49492",8,5,1997
"49493",8,6,1997
"49494",8,7,1997
"49495",8,8,1997
"49496",8,9,1997
"49497",8,10,1997
"49498",8,11,1997
"49499",8,12,1997
"49500",8,13,1997
"49501",8,14,1997
"49502",8,15,1997
"49503",8,16,1997
"49504",8,17,1997
"49505",8,18,1997
"49506",8,19,1997
"49507",8,20,1997
"49508",8,21,1997
"49509",8,22,1997
"49510",8,23,1997
"49511",8,24,1997
"49512",8,25,1997
"49513",8,26,1997
"49514",8,27,1997
"49515",8,28,1997
"49516",8,29,1997
"49517",8,30,1997
"49518",8,31,1997
"49519",9,1,1997
"49520",9,2,1997
"49521",9,3,1997
"49522",9,4,1997
"49523",9,5,1997
"49524",9,6,1997
"49525",9,7,1997
"49526",9,8,1997
"49527",9,9,1997
"49528",9,10,1997
"49529",9,11,1997
"49530",9,12,1997
"49531",9,13,1997
"49532",9,14,1997
"49533",9,15,1997
"49534",9,16,1997
"49535",9,17,1997
"49536",9,18,1997
"49537",9,19,1997
"49538",9,20,1997
"49539",9,21,1997
"49540",9,22,1997
"49541",9,23,1997
"49542",9,24,1997
"49543",9,25,1997
"49544",9,26,1997
"49545",9,27,1997
"49546",9,28,1997
"49547",9,29,1997
"49548",9,30,1997
"49549",10,1,1997
"49550",10,2,1997
"49551",10,3,1997
"49552",10,4,1997
"49553",10,5,1997
"49554",10,6,1997
"49555",10,7,1997
"49556",10,8,1997
"49557",10,9,1997
"49558",10,10,1997
"49559",10,11,1997
"49560",10,12,1997
"49561",10,13,1997
"49562",10,14,1997
"49563",10,15,1997
"49564",10,16,1997
"49565",10,17,1997
"49566",10,18,1997
"49567",10,19,1997
"49568",10,20,1997
"49569",10,21,1997
"49570",10,22,1997
"49571",10,23,1997
"49572",10,24,1997
"49573",10,25,1997
"49574",10,26,1997
"49575",10,27,1997
"49576",10,28,1997
"49577",10,29,1997
"49578",10,30,1997
"49579",10,31,1997
"49580",11,1,1997
"49581",11,2,1997
"49582",11,3,1997
"49583",11,4,1997
"49584",11,5,1997
"49585",11,6,1997
"49586",11,7,1997
"49587",11,8,1997
"49588",11,9,1997
"49589",11,10,1997
"49590",11,11,1997
"49591",11,12,1997
"49592",11,13,1997
"49593",11,14,1997
"49594",11,15,1997
"49595",11,16,1997
"49596",11,17,1997
"49597",11,18,1997
"49598",11,19,1997
"49599",11,20,1997
"49600",11,21,1997
"49601",11,22,1997
"49602",11,23,1997
"49603",11,24,1997
"49604",11,25,1997
"49605",11,26,1997
"49606",11,27,1997
"49607",11,28,1997
"49608",11,29,1997
"49609",11,30,1997
"49610",12,1,1997
"49611",12,2,1997
"49612",12,3,1997
"49613",12,4,1997
"49614",12,5,1997
"49615",12,6,1997
"49616",12,7,1997
"49617",12,8,1997
"49618",12,9,1997
"49619",12,10,1997
"49620",12,11,1997
"49621",12,12,1997
"49622",12,13,1997
"49623",12,14,1997
"49624",12,15,1997
"49625",12,16,1997
"49626",12,17,1997
"49627",12,18,1997
"49628",12,19,1997
"49629",12,20,1997
"49630",12,21,1997
"49631",12,22,1997
"49632",12,23,1997
"49633",12,24,1997
"49634",12,25,1997
"49635",12,26,1997
"49636",12,27,1997
"49637",12,28,1997
"49638",12,29,1997
"49639",12,30,1997
"49640",12,31,1997
"49641",1,1,1998
"49642",1,2,1998
"49643",1,3,1998
"49644",1,4,1998
"49645",1,5,1998
"49646",1,6,1998
"49647",1,7,1998
"49648",1,8,1998
"49649",1,9,1998
"49650",1,10,1998
"49651",1,11,1998
"49652",1,12,1998
"49653",1,13,1998
"49654",1,14,1998
"49655",1,15,1998
"49656",1,16,1998
"49657",1,17,1998
"49658",1,18,1998
"49659",1,19,1998
"49660",1,20,1998
"49661",1,21,1998
"49662",1,22,1998
"49663",1,23,1998
"49664",1,24,1998
"49665",1,25,1998
"49666",1,26,1998
"49667",1,27,1998
"49668",1,28,1998
"49669",1,29,1998
"49670",1,30,1998
"49671",1,31,1998
"49672",2,1,1998
"49673",2,2,1998
"49674",2,3,1998
"49675",2,4,1998
"49676",2,5,1998
"49677",2,6,1998
"49678",2,7,1998
"49679",2,8,1998
"49680",2,9,1998
"49681",2,10,1998
"49682",2,11,1998
"49683",2,12,1998
"49684",2,13,1998
"49685",2,14,1998
"49686",2,15,1998
"49687",2,16,1998
"49688",2,17,1998
"49689",2,18,1998
"49690",2,19,1998
"49691",2,20,1998
"49692",2,21,1998
"49693",2,22,1998
"49694",2,23,1998
"49695",2,24,1998
"49696",2,25,1998
"49697",2,26,1998
"49698",2,27,1998
"49699",2,28,1998
"49700",3,1,1998
"49701",3,2,1998
"49702",3,3,1998
"49703",3,4,1998
"49704",3,5,1998
"49705",3,6,1998
"49706",3,7,1998
"49707",3,8,1998
"49708",3,9,1998
"49709",3,10,1998
"49710",3,11,1998
"49711",3,12,1998
"49712",3,13,1998
"49713",3,14,1998
"49714",3,15,1998
"49715",3,16,1998
"49716",3,17,1998
"49717",3,18,1998
"49718",3,19,1998
"49719",3,20,1998
"49720",3,21,1998
"49721",3,22,1998
"49722",3,23,1998
"49723",3,24,1998
"49724",3,25,1998
"49725",3,26,1998
"49726",3,27,1998
"49727",3,28,1998
"49728",3,29,1998
"49729",3,30,1998
"49730",3,31,1998
"49731",4,1,1998
"49732",4,2,1998
"49733",4,3,1998
"49734",4,4,1998
"49735",4,5,1998
"49736",4,6,1998
"49737",4,7,1998
"49738",4,8,1998
"49739",4,9,1998
"49740",4,10,1998
"49741",4,11,1998
"49742",4,12,1998
"49743",4,13,1998
"49744",4,14,1998
"49745",4,15,1998
"49746",4,16,1998
"49747",4,17,1998
"49748",4,18,1998
"49749",4,19,1998
"49750",4,20,1998
"49751",4,21,1998
"49752",4,22,1998
"49753",4,23,1998
"49754",4,24,1998
"49755",4,25,1998
"49756",4,26,1998
"49757",4,27,1998
"49758",4,28,1998
"49759",4,29,1998
"49760",4,30,1998
"49761",5,1,1998
"49762",5,2,1998
"49763",5,3,1998
"49764",5,4,1998
"49765",5,5,1998
"49766",5,6,1998
"49767",5,7,1998
"49768",5,8,1998
"49769",5,9,1998
"49770",5,10,1998
"49771",5,11,1998
"49772",5,12,1998
"49773",5,13,1998
"49774",5,14,1998
"49775",5,15,1998
"49776",5,16,1998
"49777",5,17,1998
"49778",5,18,1998
"49779",5,19,1998
"49780",5,20,1998
"49781",5,21,1998
"49782",5,22,1998
"49783",5,23,1998
"49784",5,24,1998
"49785",5,25,1998
"49786",5,26,1998
"49787",5,27,1998
"49788",5,28,1998
"49789",5,29,1998
"49790",5,30,1998
"49791",5,31,1998
"49792",6,1,1998
"49793",6,2,1998
"49794",6,3,1998
"49795",6,4,1998
"49796",6,5,1998
"49797",6,6,1998
"49798",6,7,1998
"49799",6,8,1998
"49800",6,9,1998
"49801",6,10,1998
"49802",6,11,1998
"49803",6,12,1998
"49804",6,13,1998
"49805",6,14,1998
"49806",6,15,1998
"49807",6,16,1998
"49808",6,17,1998
"49809",6,18,1998
"49810",6,19,1998
"49811",6,20,1998
"49812",6,21,1998
"49813",6,22,1998
"49814",6,23,1998
"49815",6,24,1998
"49816",6,25,1998
"49817",6,26,1998
"49818",6,27,1998
"49819",6,28,1998
"49820",6,29,1998
"49821",6,30,1998
"49822",7,1,1998
"49823",7,2,1998
"49824",7,3,1998
"49825",7,4,1998
"49826",7,5,1998
"49827",7,6,1998
"49828",7,7,1998
"49829",7,8,1998
"49830",7,9,1998
"49831",7,10,1998
"49832",7,11,1998
"49833",7,12,1998
"49834",7,13,1998
"49835",7,14,1998
"49836",7,15,1998
"49837",7,16,1998
"49838",7,17,1998
"49839",7,18,1998
"49840",7,19,1998
"49841",7,20,1998
"49842",7,21,1998
"49843",7,22,1998
"49844",7,23,1998
"49845",7,24,1998
"49846",7,25,1998
"49847",7,26,1998
"49848",7,27,1998
"49849",7,28,1998
"49850",7,29,1998
"49851",7,30,1998
"49852",7,31,1998
"49853",8,1,1998
"49854",8,2,1998
"49855",8,3,1998
"49856",8,4,1998
"49857",8,5,1998
"49858",8,6,1998
"49859",8,7,1998
"49860",8,8,1998
"49861",8,9,1998
"49862",8,10,1998
"49863",8,11,1998
"49864",8,12,1998
"49865",8,13,1998
"49866",8,14,1998
"49867",8,15,1998
"49868",8,16,1998
"49869",8,17,1998
"49870",8,18,1998
"49871",8,19,1998
"49872",8,20,1998
"49873",8,21,1998
"49874",8,22,1998
"49875",8,23,1998
"49876",8,24,1998
"49877",8,25,1998
"49878",8,26,1998
"49879",8,27,1998
"49880",8,28,1998
"49881",8,29,1998
"49882",8,30,1998
"49883",8,31,1998
"49884",9,1,1998
"49885",9,2,1998
"49886",9,3,1998
"49887",9,4,1998
"49888",9,5,1998
"49889",9,6,1998
"49890",9,7,1998
"49891",9,8,1998
"49892",9,9,1998
"49893",9,10,1998
"49894",9,11,1998
"49895",9,12,1998
"49896",9,13,1998
"49897",9,14,1998
"49898",9,15,1998
"49899",9,16,1998
"49900",9,17,1998
"49901",9,18,1998
"49902",9,19,1998
"49903",9,20,1998
"49904",9,21,1998
"49905",9,22,1998
"49906",9,23,1998
"49907",9,24,1998
"49908",9,25,1998
"49909",9,26,1998
"49910",9,27,1998
"49911",9,28,1998
"49912",9,29,1998
"49913",9,30,1998
"49914",10,1,1998
"49915",10,2,1998
"49916",10,3,1998
"49917",10,4,1998
"49918",10,5,1998
"49919",10,6,1998
"49920",10,7,1998
"49921",10,8,1998
"49922",10,9,1998
"49923",10,10,1998
"49924",10,11,1998
"49925",10,12,1998
"49926",10,13,1998
"49927",10,14,1998
"49928",10,15,1998
"49929",10,16,1998
"49930",10,17,1998
"49931",10,18,1998
"49932",10,19,1998
"49933",10,20,1998
"49934",10,21,1998
"49935",10,22,1998
"49936",10,23,1998
"49937",10,24,1998
"49938",10,25,1998
"49939",10,26,1998
"49940",10,27,1998
"49941",10,28,1998
"49942",10,29,1998
"49943",10,30,1998
"49944",10,31,1998
"49945",11,1,1998
"49946",11,2,1998
"49947",11,3,1998
"49948",11,4,1998
"49949",11,5,1998
"49950",11,6,1998
"49951",11,7,1998
"49952",11,8,1998
"49953",11,9,1998
"49954",11,10,1998
"49955",11,11,1998
"49956",11,12,1998
"49957",11,13,1998
"49958",11,14,1998
"49959",11,15,1998
"49960",11,16,1998
"49961",11,17,1998
"49962",11,18,1998
"49963",11,19,1998
"49964",11,20,1998
"49965",11,21,1998
"49966",11,22,1998
"49967",11,23,1998
"49968",11,24,1998
"49969",11,25,1998
"49970",11,26,1998
"49971",11,27,1998
"49972",11,28,1998
"49973",11,29,1998
"49974",11,30,1998
"49975",12,1,1998
"49976",12,2,1998
"49977",12,3,1998
"49978",12,4,1998
"49979",12,5,1998
"49980",12,6,1998
"49981",12,7,1998
"49982",12,8,1998
"49983",12,9,1998
"49984",12,10,1998
"49985",12,11,1998
"49986",12,12,1998
"49987",12,13,1998
"49988",12,14,1998
"49989",12,15,1998
"49990",12,16,1998
"49991",12,17,1998
"49992",12,18,1998
"49993",12,19,1998
"49994",12,20,1998
"49995",12,21,1998
"49996",12,22,1998
"49997",12,23,1998
"49998",12,24,1998
"49999",12,25,1998
"50000",12,26,1998
"50001",12,27,1998
"50002",12,28,1998
"50003",12,29,1998
"50004",12,30,1998
"50005",12,31,1998
"50006",1,1,1999
"50007",1,2,1999
"50008",1,3,1999
"50009",1,4,1999
"50010",1,5,1999
"50011",1,6,1999
"50012",1,7,1999
"50013",1,8,1999
"50014",1,9,1999
"50015",1,10,1999
"50016",1,11,1999
"50017",1,12,1999
"50018",1,13,1999
"50019",1,14,1999
"50020",1,15,1999
"50021",1,16,1999
"50022",1,17,1999
"50023",1,18,1999
"50024",1,19,1999
"50025",1,20,1999
"50026",1,21,1999
"50027",1,22,1999
"50028",1,23,1999
"50029",1,24,1999
"50030",1,25,1999
"50031",1,26,1999
"50032",1,27,1999
"50033",1,28,1999
"50034",1,29,1999
"50035",1,30,1999
"50036",1,31,1999
"50037",2,1,1999
"50038",2,2,1999
"50039",2,3,1999
"50040",2,4,1999
"50041",2,5,1999
"50042",2,6,1999
"50043",2,7,1999
"50044",2,8,1999
"50045",2,9,1999
"50046",2,10,1999
"50047",2,11,1999
"50048",2,12,1999
"50049",2,13,1999
"50050",2,14,1999
"50051",2,15,1999
"50052",2,16,1999
"50053",2,17,1999
"50054",2,18,1999
"50055",2,19,1999
"50056",2,20,1999
"50057",2,21,1999
"50058",2,22,1999
"50059",2,23,1999
"50060",2,24,1999
"50061",2,25,1999
"50062",2,26,1999
"50063",2,27,1999
"50064",2,28,1999
"50065",3,1,1999
"50066",3,2,1999
"50067",3,3,1999
"50068",3,4,1999
"50069",3,5,1999
"50070",3,6,1999
"50071",3,7,1999
"50072",3,8,1999
"50073",3,9,1999
"50074",3,10,1999
"50075",3,11,1999
"50076",3,12,1999
"50077",3,13,1999
"50078",3,14,1999
"50079",3,15,1999
"50080",3,16,1999
"50081",3,17,1999
"50082",3,18,1999
"50083",3,19,1999
"50084",3,20,1999
"50085",3,21,1999
"50086",3,22,1999
"50087",3,23,1999
"50088",3,24,1999
"50089",3,25,1999
"50090",3,26,1999
"50091",3,27,1999
"50092",3,28,1999
"50093",3,29,1999
"50094",3,30,1999
"50095",3,31,1999
"50096",4,1,1999
"50097",4,2,1999
"50098",4,3,1999
"50099",4,4,1999
"50100",4,5,1999
"50101",4,6,1999
"50102",4,7,1999
"50103",4,8,1999
"50104",4,9,1999
"50105",4,10,1999
"50106",4,11,1999
"50107",4,12,1999
"50108",4,13,1999
"50109",4,14,1999
"50110",4,15,1999
"50111",4,16,1999
"50112",4,17,1999
"50113",4,18,1999
"50114",4,19,1999
"50115",4,20,1999
"50116",4,21,1999
"50117",4,22,1999
"50118",4,23,1999
"50119",4,24,1999
"50120",4,25,1999
"50121",4,26,1999
"50122",4,27,1999
"50123",4,28,1999
"50124",4,29,1999
"50125",4,30,1999
"50126",5,1,1999
"50127",5,2,1999
"50128",5,3,1999
"50129",5,4,1999
"50130",5,5,1999
"50131",5,6,1999
"50132",5,7,1999
"50133",5,8,1999
"50134",5,9,1999
"50135",5,10,1999
"50136",5,11,1999
"50137",5,12,1999
"50138",5,13,1999
"50139",5,14,1999
"50140",5,15,1999
"50141",5,16,1999
"50142",5,17,1999
"50143",5,18,1999
"50144",5,19,1999
"50145",5,20,1999
"50146",5,21,1999
"50147",5,22,1999
"50148",5,23,1999
"50149",5,24,1999
"50150",5,25,1999
"50151",5,26,1999
"50152",5,27,1999
"50153",5,28,1999
"50154",5,29,1999
"50155",5,30,1999
"50156",5,31,1999
"50157",6,1,1999
"50158",6,2,1999
"50159",6,3,1999
"50160",6,4,1999
"50161",6,5,1999
"50162",6,6,1999
"50163",6,7,1999
"50164",6,8,1999
"50165",6,9,1999
"50166",6,10,1999
"50167",6,11,1999
"50168",6,12,1999
"50169",6,13,1999
"50170",6,14,1999
"50171",6,15,1999
"50172",6,16,1999
"50173",6,17,1999
"50174",6,18,1999
"50175",6,19,1999
"50176",6,20,1999
"50177",6,21,1999
"50178",6,22,1999
"50179",6,23,1999
"50180",6,24,1999
"50181",6,25,1999
"50182",6,26,1999
"50183",6,27,1999
"50184",6,28,1999
"50185",6,29,1999
"50186",6,30,1999
"50187",7,1,1999
"50188",7,2,1999
"50189",7,3,1999
"50190",7,4,1999
"50191",7,5,1999
